Date,USA_GDPP,CHN_GDPP,JPN_GDPP,DEU_GDPP,IND_GDPP,GBR_GDPP,BRA_GDPP,RUS_GDPP,ZAF_GDPP,KOR_GDPP,BGD_GDPP,SGP_GDPP,HKG_GDPP,IDN_GDPP,VNM_GDPP
2012-12-31,51784.4114692048,6300.58217951734,49145.2804308193,43855.8544658618,1434.01798692108,42497.3404974322,12327.5131013057,15401.8515625,8173.8691381716,25459.1689000965,876.521652869848,55547.5553077786,36730.796195815,3668.21208337097,2190.2324398772
2013-12-31,53409.7507774372,7020.3860742288,40898.6478964744,46298.9229177341,1438.05700503424,43426.2981405143,12258.5657091866,15941.4482421875,7441.23085399675,27179.5170146052,973.828617573534,56967.4257940383,38403.7777145477,3602.88551680629,2367.49933068934
2014-12-31,55304.3155317137,7636.07434020616,38475.3952461838,48023.8699845462,1559.86377864962,47439.6165895125,12071.4044637296,14055.47265625,6965.1378973693,29252.9312377352,1108.52251321179,57564.8023114977,40315.3739510191,3476.62485441547,2558.77875834959
2015-12-31,57040.2082136605,8016.44559489998,34960.6393843385,41103.2564363768,1590.17433134297,44964.3911437292,8783.2154236384,9277.7138671875,6204.92990145846,28737.4391706499,1236.4354555046,55645.6068614606,42432.1619740441,3322.58167895444,2595.23484372958
2016-12-31,58206.6141931844,8094.39016735149,39375.4731620781,42136.1207907991,1714.27953738629,40985.2351382417,8680.73646873878,8663.158203125,5735.06678717842,29280.4403170048,1659.88817301175,56899.9181805173,43734.1980702999,3558.81885175737,2760.71710111715
2017-12-31,60322.2614241747,8817.04560829162,38834.0529341227,44652.5891722719,1957.96981331058,40572.1214823783,9896.71889500528,10658.9130859375,6734.47515312493,31600.7358741365,1815.47222007199,61162.0973932771,46160.429791493,3839.78507460491,2992.07153198845
2018-12-31,63201.0458483771,9905.40638304527,39751.1330982711,47939.2782884504,1974.37773145023,43203.8141057739,9121.02099480377,11211.8876953125,7067.72416483846,33447.1562836166,1963.31244102476,66840.6373389791,48537.5668888343,3902.661675559,3267.22506911927
2019-12-31,65548.0707847572,10143.8602206165,40415.9567649547,46805.1384334439,2050.16380022056,42662.5353740311,8845.32414932264,11447.701171875,6702.52661671812,31902.4169048194,2122.03765230231,66081.7199235165,48359.0011950597,4151.22755440796,3491.09140990663
2020-12-31,64317.398912504,10408.7195541075,40040.7655055923,46749.4762280016,1915.55158799947,40217.0090116986,6923.6999117682,10108.3271484375,5753.06649434631,31721.2989141857,2233.76728192962,61466.803676358,46109.2299946609,3895.61815200225,3586.34717624763
2021-12-31,71055.8761938303,12617.5051041181,40058.5373276179,51426.7503654421,2250.1790176424,46869.759058411,7794.88097933152,12521.5224609375,7073.61275415525,35125.5224984723,2457.96446570157,79601.4129622433,49770.5642374739,4334.23145407913,3759.94832901576
2022-12-31,77246.6738828672,12662.5831692254,34017.2718075024,48717.9911402128,2366.30960899931,45564.1569448013,9065.49733395404,15445.2421875,6766.48125428394,32394.6833725203,2687.89906307087,88428.7024226232,48828.1212454445,4787.91236404903,4179.01179036963
2023-12-31,81695.1870713305,12614.0609948923,33834.3921056453,52745.7557064131,2484.8454294403,48866.6039600298,10043.6239221567,13817.0458984375,6253.16161272014,33121.3712885508,2529.08012688018,84734.2559206054,50696.5903184046,4940.54980501156,4346.76849237821
